STARTDATE,RegionCliente,Pais,Estado,Fruta,Presentacion,Tamaño,Sum(QTY)
4/28/2020,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,146
4/28/2020,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,8
4/28/2020,Norte,México,NUEVO LEON,Mango,Bot,On the go,30.5
4/28/2020,Norte,México,NUEVO LEON,Mango,LB,On the go,10
4/28/2020,Norte,México,NUEVO LEON,Mango,Lata,On the go,7.5
4/28/2020,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,17
4/28/2020,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,197
4/28/2020,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,26
4/28/2020,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,7
4/28/2020,Norte,México,NUEVO LEON,Manzana,Bot,On the go,275
4/28/2020,Norte,México,NUEVO LEON,Manzana,LB,On the go,11
4/28/2020,Norte,México,NUEVO LEON,Manzana,Lata,On the go,3
4/28/2020,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,10.5
4/28/2020,Norte,México,NUEVO LEON,Manzana,PET,Familiar,75
4/28/2020,Norte,México,NUEVO LEON,Manzana,PET,On the go,125
4/28/2020,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,199
4/28/2020,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,18
4/28/2020,Norte,México,NUEVO LEON,Mixed Fruit,PET,On the go,489
4/28/2020,Norte,México,NUEVO LEON,Naranja,LB,On the go,2
4/28/2020,Norte,México,NUEVO LEON,Naranja,PET,On the go,135
4/28/2020,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,240
4/28/2020,Norte,México,NUEVO LEON,Naranja Zanahoria,PET,On the go,127
4/28/2020,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,194
4/28/2020,Norte,México,NUEVO LEON,Sandía,Lata,On the go,3
4/28/2020,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,1.5
4/28/2020,Norte,México,NUEVO LEON,Strawberry Kiwi,PET,On the go,162
4/28/2020,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,12
4/28/2020,Norte,México,NUEVO LEON,Uva,Bot,On the go,50
4/28/2020,Norte,México,NUEVO LEON,Uva,LB,On the go,2
4/28/2020,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,433
4/28/2020,Norte,México,NUEVO LEON,Uva,PE,Lonchera,5
4/28/2020,Norte,México,NUEVO LEON,Uva,PET,Familiar,150
4/28/2020,Norte,México,NUEVO LEON,Uva,PET,On the go,123
4/28/2020,Norte,México,NUEVO LEON,Uva,Prisma,Familiar,348
4/28/2020,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,16
4/28/2021,Norte,México,NUEVO LEON,Agua Natural,PET,On the go,1
4/28/2021,Norte,México,NUEVO LEON,Arándano,LB,On the go,296
4/28/2021,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,82
4/28/2021,Norte,México,NUEVO LEON,Cereza,PE,Lonchera,0.5
4/28/2021,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,152
4/28/2021,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,5
4/28/2021,Norte,México,NUEVO LEON,Durazno,Bot,On the go,285
4/28/2021,Norte,México,NUEVO LEON,Durazno,LB,On the go,8.5
4/28/2021,Norte,México,NUEVO LEON,Durazno,Lata,On the go,4
4/28/2021,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,9
4/28/2021,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,364
4/28/2021,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,39.67
4/28/2021,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,3.67
4/28/2021,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,3
4/28/2021,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,904
4/28/2021,Norte,México,NUEVO LEON,Guayaba,LB,On the go,0.5
4/28/2021,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,1
4/28/2021,Norte,México,NUEVO LEON,Mango,Bot,On the go,1451.5
4/28/2021,Norte,México,NUEVO LEON,Mango,LB,On the go,314.5
4/28/2021,Norte,México,NUEVO LEON,Mango,Lata,On the go,2
4/28/2021,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,19.58
4/28/2021,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,756
4/28/2021,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,15.75
4/28/2021,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,6
4/28/2021,Norte,México,NUEVO LEON,Manzana,Bot,On the go,920
4/28/2021,Norte,México,NUEVO LEON,Manzana,LB,On the go,154
4/28/2021,Norte,México,NUEVO LEON,Manzana,Lata,On the go,4.5
4/28/2021,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,21
4/28/2021,Norte,México,NUEVO LEON,Manzana,PE,Lonchera,0.5
4/28/2021,Norte,México,NUEVO LEON,Manzana,PET,On the go,123
4/28/2021,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,12.5
4/28/2021,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,24
4/28/2021,Norte,México,NUEVO LEON,Mixed Fruit,PET,On the go,1
4/28/2021,Norte,México,NUEVO LEON,Naranja,PET,On the go,132
4/28/2021,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,10
4/28/2021,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,180.5
4/28/2021,Norte,México,NUEVO LEON,Piña,TetraBrik,On the go,0.08
4/28/2021,Norte,México,NUEVO LEON,Sandía,Lata,On the go,3.75
4/28/2021,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,3.75
4/28/2021,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,75
4/28/2021,Norte,México,NUEVO LEON,Uva,Bot,On the go,402.5
4/28/2021,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,36.75
4/28/2021,Norte,México,NUEVO LEON,Uva,PE,Lonchera,7
4/28/2021,Norte,México,NUEVO LEON,Uva,PET,On the go,126
4/28/2021,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,33.75
4/28/2022,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,1.5
4/28/2022,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,2
4/28/2022,Norte,México,NUEVO LEON,Arándano,Prisma,On the go,10
4/28/2022,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,10
4/28/2022,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,2
4/28/2022,Norte,México,NUEVO LEON,Durazno,LB,On the go,2
4/28/2022,Norte,México,NUEVO LEON,Durazno,Lata,On the go,2
4/28/2022,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,28
4/28/2022,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,3.5
4/28/2022,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,8
4/28/2022,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,3
4/28/2022,Norte,México,NUEVO LEON,Fresa Platano,Lata,On the go,0.5
4/28/2022,Norte,México,NUEVO LEON,Frutas Tropicales,PET,On the go,1
4/28/2022,Norte,México,NUEVO LEON,Guayaba,Bot,Lonchera,2
4/28/2022,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,52.5
4/28/2022,Norte,México,NUEVO LEON,Guayaba,Vidrio,On the go,20
4/28/2022,Norte,México,NUEVO LEON,Lima Limón,PET,On the go,1
4/28/2022,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,4.5
4/28/2022,Norte,México,NUEVO LEON,Mango,Bot,On the go,55
4/28/2022,Norte,México,NUEVO LEON,Mango,LB,On the go,41
4/28/2022,Norte,México,NUEVO LEON,Mango,Lata,On the go,6.5
4/28/2022,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,41
4/28/2022,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,19.5
4/28/2022,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,37
4/28/2022,Norte,México,NUEVO LEON,Manzana,Bot,On the go,42.5
4/28/2022,Norte,México,NUEVO LEON,Manzana,LB,On the go,31
4/28/2022,Norte,México,NUEVO LEON,Manzana,Lata,On the go,1
4/28/2022,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,38
4/28/2022,Norte,México,NUEVO LEON,Manzana,PET,On the go,11
4/28/2022,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,8
4/28/2022,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,24
4/28/2022,Norte,México,NUEVO LEON,Manzana Verde,TetraBrik,On the go,1.166
4/28/2022,Norte,México,NUEVO LEON,Mora Azul,PET,On the go,3
4/28/2022,Norte,México,NUEVO LEON,Naranja,PET,On the go,11
4/28/2022,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,6
4/28/2022,Norte,México,NUEVO LEON,Naranja S P,Prisma,On the go,15
4/28/2022,Norte,México,NUEVO LEON,Naranja Zanahoria,PET,On the go,1
4/28/2022,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,17.5
4/28/2022,Norte,México,NUEVO LEON,Strawberry Kiwi,PET,On the go,1
4/28/2022,Norte,México,NUEVO LEON,Te Verde,Lata,On the go,0.5
4/28/2022,Norte,México,NUEVO LEON,Te Verde Pepino,Lata,On the go,2
4/28/2022,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,12
4/28/2022,Norte,México,NUEVO LEON,Uva,Bot,On the go,22
4/28/2022,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,10
4/28/2022,Norte,México,NUEVO LEON,Uva,PE,Lonchera,3
4/28/2022,Norte,México,NUEVO LEON,Uva,PET,On the go,1
4/28/2022,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,39
4/29/2020,Norte,México,NUEVO LEON,Agua Natural,PET,Familiar,0.53
4/29/2020,Norte,México,NUEVO LEON,Arándano,LB,On the go,4
4/29/2020,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,3
4/29/2020,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,16
4/29/2020,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,4
4/29/2020,Norte,México,NUEVO LEON,Durazno,Bot,On the go,24
4/29/2020,Norte,México,NUEVO LEON,Durazno,LB,On the go,4
4/29/2020,Norte,México,NUEVO LEON,Durazno,Lata,On the go,1
4/29/2020,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,4
4/29/2020,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,20
4/29/2020,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,1
4/29/2020,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,22
4/29/2020,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,1
4/29/2020,Norte,México,NUEVO LEON,Mango,Bot,On the go,31
4/29/2020,Norte,México,NUEVO LEON,Mango,LB,On the go,12
4/29/2020,Norte,México,NUEVO LEON,Mango,Lata,On the go,5.5
4/29/2020,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,8
4/29/2020,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,21.5
4/29/2020,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,19
4/29/2020,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,4
4/29/2020,Norte,México,NUEVO LEON,Manzana,Bot,On the go,19
4/29/2020,Norte,México,NUEVO LEON,Manzana,LB,On the go,7
4/29/2020,Norte,México,NUEVO LEON,Manzana,Lata,On the go,2
4/29/2020,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,10.5
4/29/2020,Norte,México,NUEVO LEON,Manzana,PET,On the go,4
4/29/2020,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,26
4/29/2020,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,22
4/29/2020,Norte,México,NUEVO LEON,Naranja,LB,On the go,3
4/29/2020,Norte,México,NUEVO LEON,Naranja,PET,On the go,13
4/29/2020,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,22.5
4/29/2020,Norte,México,NUEVO LEON,Sandía,Lata,On the go,2.5
4/29/2020,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,1.5
4/29/2020,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,7
4/29/2020,Norte,México,NUEVO LEON,Uva,Bot,On the go,2
4/29/2020,Norte,México,NUEVO LEON,Uva,PE,Lonchera,2
4/29/2020,Norte,México,NUEVO LEON,Uva,PET,On the go,4
4/29/2020,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,18
4/29/2021,Norte,México,NUEVO LEON,Arándano,LB,On the go,6
4/29/2021,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,3
4/29/2021,Norte,México,NUEVO LEON,Cereza,PE,Lonchera,2
4/29/2021,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,9
4/29/2021,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,9.5
4/29/2021,Norte,México,NUEVO LEON,Durazno,Bot,On the go,39.5
4/29/2021,Norte,México,NUEVO LEON,Durazno,LB,On the go,16
4/29/2021,Norte,México,NUEVO LEON,Durazno,Lata,On the go,11
4/29/2021,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,12.5
4/29/2021,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,11
4/29/2021,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,26
4/29/2021,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,4.5
4/29/2021,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,2.25
4/29/2021,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,25
4/29/2021,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,3
4/29/2021,Norte,México,NUEVO LEON,Mango,Bot,On the go,76.5
4/29/2021,Norte,México,NUEVO LEON,Mango,LB,On the go,16.5
4/29/2021,Norte,México,NUEVO LEON,Mango,Lata,On the go,2
4/29/2021,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,27.08
4/29/2021,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,17
4/29/2021,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,11.25
4/29/2021,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,7
4/29/2021,Norte,México,NUEVO LEON,Manzana,Bot,On the go,45
4/29/2021,Norte,México,NUEVO LEON,Manzana,LB,On the go,13.5
4/29/2021,Norte,México,NUEVO LEON,Manzana,Lata,On the go,8
4/29/2021,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,39.17
4/29/2021,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,12.5
4/29/2021,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,30.08
4/29/2021,Norte,México,NUEVO LEON,Naranja,PET,On the go,12
4/29/2021,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,6.5
4/29/2021,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,9.5
4/29/2021,Norte,México,NUEVO LEON,Piña,TetraBrik,On the go,0.17
4/29/2021,Norte,México,NUEVO LEON,Sandía,Lata,On the go,1.5
4/29/2021,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,1.5
4/29/2021,Norte,México,NUEVO LEON,Te Verde,Lata,On the go,0.25
4/29/2021,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,4
4/29/2021,Norte,México,NUEVO LEON,Uva,Bot,On the go,33
4/29/2021,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,32.16
4/29/2021,Norte,México,NUEVO LEON,Uva,PE,Lonchera,7
4/29/2021,Norte,México,NUEVO LEON,Uva,PET,On the go,2
4/29/2021,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,38.75
4/29/2022,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,1.166
4/29/2022,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,1
4/29/2022,Norte,México,NUEVO LEON,Arándano,Prisma,On the go,16
4/29/2022,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,10
4/29/2022,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,4.75
4/29/2022,Norte,México,NUEVO LEON,Durazno,Bot,On the go,31
4/29/2022,Norte,México,NUEVO LEON,Durazno,LB,On the go,5
4/29/2022,Norte,México,NUEVO LEON,Durazno,Lata,On the go,4.5
4/29/2022,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,23
4/29/2022,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,8
4/29/2022,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,2
4/29/2022,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,10
4/29/2022,Norte,México,NUEVO LEON,Guayaba,Bot,Lonchera,1
4/29/2022,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,50.5
4/29/2022,Norte,México,NUEVO LEON,Guayaba,Vidrio,On the go,21
4/29/2022,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,13
4/29/2022,Norte,México,NUEVO LEON,Mango,Bot,On the go,41.5
4/29/2022,Norte,México,NUEVO LEON,Mango,LB,On the go,36
4/29/2022,Norte,México,NUEVO LEON,Mango,Lata,On the go,4
4/29/2022,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,3
4/29/2022,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,10
4/29/2022,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,39.5
4/29/2022,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,1.25
4/29/2022,Norte,México,NUEVO LEON,Manzana,Bot,On the go,38.5
4/29/2022,Norte,México,NUEVO LEON,Manzana,LB,On the go,22
4/29/2022,Norte,México,NUEVO LEON,Manzana,Lata,On the go,5
4/29/2022,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,13
4/29/2022,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,10.5
4/29/2022,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,22
4/29/2022,Norte,México,NUEVO LEON,Manzana Verde,TetraBrik,On the go,1.166
4/29/2022,Norte,México,NUEVO LEON,Naranja,PET,On the go,2
4/29/2022,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,6
4/29/2022,Norte,México,NUEVO LEON,Naranja S P,Prisma,On the go,17
4/29/2022,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,12
4/29/2022,Norte,México,NUEVO LEON,Te Verde Pepino,Lata,On the go,0.25
4/29/2022,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,1
4/29/2022,Norte,México,NUEVO LEON,Uva,Bot,On the go,27
4/29/2022,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,11
4/29/2022,Norte,México,NUEVO LEON,Uva,PE,Lonchera,2
4/29/2022,Norte,México,NUEVO LEON,Uva,PET,On the go,4
4/29/2022,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,34.5
4/30/2020,Norte,México,NUEVO LEON,Agua Natural,PET,Familiar,1
4/30/2020,Norte,México,NUEVO LEON,Arándano,LB,On the go,6
4/30/2020,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,8
4/30/2020,Norte,México,NUEVO LEON,Cereza,PE,Lonchera,1
4/30/2020,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,36
4/30/2020,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,12
4/30/2020,Norte,México,NUEVO LEON,Durazno,Bot,On the go,64.5
4/30/2020,Norte,México,NUEVO LEON,Durazno,LB,On the go,13.5
4/30/2020,Norte,México,NUEVO LEON,Durazno,Lata,On the go,6
4/30/2020,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,14.5
4/30/2020,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,46
4/30/2020,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,2
4/30/2020,Norte,México,NUEVO LEON,Fresa Guayaba,PET,On the go,1.5
4/30/2020,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,1.5
4/30/2020,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,32
4/30/2020,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,8
4/30/2020,Norte,México,NUEVO LEON,Mango,Bot,On the go,71.5
4/30/2020,Norte,México,NUEVO LEON,Mango,LB,On the go,25
4/30/2020,Norte,México,NUEVO LEON,Mango,Lata,On the go,10.5
4/30/2020,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,28.5
4/30/2020,Norte,México,NUEVO LEON,Mango,PE,Lonchera,1
4/30/2020,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,66.5
4/30/2020,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,32
4/30/2020,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,6
4/30/2020,Norte,México,NUEVO LEON,Manzana,Bot,On the go,58.5
4/30/2020,Norte,México,NUEVO LEON,Manzana,LB,On the go,12
4/30/2020,Norte,México,NUEVO LEON,Manzana,Lata,On the go,5
4/30/2020,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,20
4/30/2020,Norte,México,NUEVO LEON,Manzana,PET,On the go,8.5
4/30/2020,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,50
4/30/2020,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,26
4/30/2020,Norte,México,NUEVO LEON,Naranja,LB,On the go,7
4/30/2020,Norte,México,NUEVO LEON,Naranja,PET,On the go,9
4/30/2020,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,46.5
4/30/2020,Norte,México,NUEVO LEON,Sandía,Lata,On the go,4
4/30/2020,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,0.5
4/30/2020,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,14
4/30/2020,Norte,México,NUEVO LEON,Uva,Bot,On the go,8
4/30/2020,Norte,México,NUEVO LEON,Uva,PE,Lonchera,9
4/30/2020,Norte,México,NUEVO LEON,Uva,PET,On the go,6
4/30/2020,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,36
4/30/2021,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,0.5
4/30/2021,Norte,México,NUEVO LEON,Agua Natural,PET,On the go,3
4/30/2021,Norte,México,NUEVO LEON,Arándano,LB,On the go,3
4/30/2021,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,2
4/30/2021,Norte,México,NUEVO LEON,Cereza,PE,Lonchera,2
4/30/2021,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,7
4/30/2021,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,5.5
4/30/2021,Norte,México,NUEVO LEON,Durazno,Bot,On the go,48.5
4/30/2021,Norte,México,NUEVO LEON,Durazno,LB,On the go,11
4/30/2021,Norte,México,NUEVO LEON,Durazno,Lata,On the go,6
4/30/2021,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,9
4/30/2021,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,15
4/30/2021,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,25
4/30/2021,Norte,México,NUEVO LEON,Fresa,Prisma,Familiar,1
4/30/2021,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,6
4/30/2021,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,5
4/30/2021,Norte,México,NUEVO LEON,Frutas Tropicales,PET,On the go,1
4/30/2021,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,19
4/30/2021,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,3
4/30/2021,Norte,México,NUEVO LEON,Mango,Bot,On the go,68.5
4/30/2021,Norte,México,NUEVO LEON,Mango,LB,On the go,16
4/30/2021,Norte,México,NUEVO LEON,Mango,Lata,On the go,5.75
4/30/2021,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,43.92
4/30/2021,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,17.5
4/30/2021,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,10
4/30/2021,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,5.5
4/30/2021,Norte,México,NUEVO LEON,Manzana,Bot,On the go,27
4/30/2021,Norte,México,NUEVO LEON,Manzana,LB,On the go,6
4/30/2021,Norte,México,NUEVO LEON,Manzana,Lata,On the go,5
4/30/2021,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,49
4/30/2021,Norte,México,NUEVO LEON,Manzana,PE,Lonchera,2
4/30/2021,Norte,México,NUEVO LEON,Manzana,PET,On the go,2
4/30/2021,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,15.5
4/30/2021,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,37.75
4/30/2021,Norte,México,NUEVO LEON,Mora Azul,PET,On the go,2
4/30/2021,Norte,México,NUEVO LEON,Naranja,PET,On the go,16.75
4/30/2021,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,11
4/30/2021,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,9.5
4/30/2021,Norte,México,NUEVO LEON,Piña,TetraBrik,On the go,1
4/30/2021,Norte,México,NUEVO LEON,Sandía,Lata,On the go,2.5
4/30/2021,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,7.5
4/30/2021,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,6
4/30/2021,Norte,México,NUEVO LEON,Uva,Bot,On the go,16.5
4/30/2021,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,40.16
4/30/2021,Norte,México,NUEVO LEON,Uva,PE,Lonchera,3
4/30/2021,Norte,México,NUEVO LEON,Uva,PET,On the go,5
4/30/2021,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,31.17
4/30/2022,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,87.666
4/30/2022,Norte,México,NUEVO LEON,Agua Coco,PET,On the go,117
4/30/2022,Norte,México,NUEVO LEON,Agua Natural,PET,Familiar,2
4/30/2022,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,3
4/30/2022,Norte,México,NUEVO LEON,Arándano,Prisma,On the go,14
4/30/2022,Norte,México,NUEVO LEON,Cereza,PE,Lonchera,1
4/30/2022,Norte,México,NUEVO LEON,Chocolate,MiniBrik,Lonchera,425
4/30/2022,Norte,México,NUEVO LEON,Chocolate,Prisma,On the go,180
4/30/2022,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,12
4/30/2022,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,4
4/30/2022,Norte,México,NUEVO LEON,Durazno,Bot,On the go,38
4/30/2022,Norte,México,NUEVO LEON,Durazno,LB,On the go,8
4/30/2022,Norte,México,NUEVO LEON,Durazno,Lata,On the go,8
4/30/2022,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,23
4/30/2022,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,13.5
4/30/2022,Norte,México,NUEVO LEON,Energy,Lata,On the go,234
4/30/2022,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,5
4/30/2022,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,17
4/30/2022,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,8.5
4/30/2022,Norte,México,NUEVO LEON,Guayaba,Bot,Lonchera,1.5
4/30/2022,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,54
4/30/2022,Norte,México,NUEVO LEON,Guayaba,Vidrio,On the go,9
4/30/2022,Norte,México,NUEVO LEON,Mandarina,PET,On the go,124
