STARTDATE,RegionCliente,Pais,Estado,Fruta,Presentacion,Tamaño,Sum(QTY)
4/25/2020,Norte,México,NUEVO LEON,Mango,LB,On the go,10
4/25/2020,Norte,México,NUEVO LEON,Mango,Lata,On the go,440
4/25/2020,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,10
4/25/2020,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,24.5
4/25/2020,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,19
4/25/2020,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,3
4/25/2020,Norte,México,NUEVO LEON,Manzana,Bot,On the go,19.5
4/25/2020,Norte,México,NUEVO LEON,Manzana,LB,On the go,11
4/25/2020,Norte,México,NUEVO LEON,Manzana,Lata,On the go,3
4/25/2020,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,8.5
4/25/2020,Norte,México,NUEVO LEON,Manzana,PET,On the go,1
4/25/2020,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,23
4/25/2020,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,16
4/25/2020,Norte,México,NUEVO LEON,Naranja,LB,On the go,5
4/25/2020,Norte,México,NUEVO LEON,Naranja,PET,On the go,11
4/25/2020,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,0.5
4/25/2020,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,18.5
4/25/2020,Norte,México,NUEVO LEON,Sandía,Lata,On the go,651
4/25/2020,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,1.5
4/25/2020,Norte,México,NUEVO LEON,Te Verde,Lata,On the go,432
4/25/2020,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,11
4/25/2020,Norte,México,NUEVO LEON,Uva,Bot,On the go,6
4/25/2020,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,1
4/25/2020,Norte,México,NUEVO LEON,Uva,PE,Lonchera,4
4/25/2020,Norte,México,NUEVO LEON,Uva,PET,Familiar,1
4/25/2020,Norte,México,NUEVO LEON,Uva,PET,On the go,3
4/25/2020,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,18
4/25/2022,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,1040.5
4/25/2022,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,322
4/25/2022,Norte,México,NUEVO LEON,Arándano,Prisma,On the go,420
4/25/2022,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,3
4/25/2022,Norte,México,NUEVO LEON,Coco Piña,Prisma,Familiar,522
4/25/2022,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,7.5
4/25/2022,Norte,México,NUEVO LEON,Durazno,Bot,On the go,254.5
4/25/2022,Norte,México,NUEVO LEON,Durazno,LB,On the go,7
4/25/2022,Norte,México,NUEVO LEON,Durazno,Lata,On the go,301
4/25/2022,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,1299
4/25/2022,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,1225.5
4/25/2022,Norte,México,NUEVO LEON,Durazno,Prisma,On the go,280
4/25/2022,Norte,México,NUEVO LEON,Energy,Lata,On the go,740
4/25/2022,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,174
4/25/2022,Norte,México,NUEVO LEON,Frutos Rojos,Prisma,Familiar,1218
4/25/2022,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,38
4/25/2022,Norte,México,NUEVO LEON,Guayaba,Prisma,Familiar,0.5
4/25/2022,Norte,México,NUEVO LEON,Guayaba,Vidrio,On the go,256
4/25/2022,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,13.5
4/25/2022,Norte,México,NUEVO LEON,Mango,Bot,On the go,35.5
4/25/2022,Norte,México,NUEVO LEON,Mango,LB,On the go,58
4/25/2022,Norte,México,NUEVO LEON,Mango,Lata,On the go,10
4/25/2022,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,47
4/25/2022,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,866
4/25/2022,Norte,México,NUEVO LEON,Mango,Prisma,On the go,2800
4/25/2022,Norte,México,NUEVO LEON,Mango,TetraBrik,Familiar,60
4/25/2022,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,1029
4/25/2022,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,8
4/25/2022,Norte,México,NUEVO LEON,Manzana,Bot,On the go,13
4/25/2022,Norte,México,NUEVO LEON,Manzana,LB,On the go,65
4/25/2022,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,1313
4/25/2022,Norte,México,NUEVO LEON,Manzana,PE,Lonchera,0.5
4/25/2022,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,1923.5
4/25/2022,Norte,México,NUEVO LEON,Manzana,Prisma,On the go,2100
4/25/2022,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,1190
4/25/2022,Norte,México,NUEVO LEON,Mixed Fruit,PET,On the go,1
4/25/2022,Norte,México,NUEVO LEON,Naranja,PET,On the go,3
4/25/2022,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,167
4/25/2022,Norte,México,NUEVO LEON,Naranja S P,Prisma,On the go,3
4/25/2022,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,704
4/25/2022,Norte,México,NUEVO LEON,Piña,TetraBrik,Familiar,360
4/25/2022,Norte,México,NUEVO LEON,Strawberry Kiwi,PET,On the go,1
4/25/2022,Norte,México,NUEVO LEON,Te Verde,Lata,On the go,1.5
4/25/2022,Norte,México,NUEVO LEON,Te Verde Pepino,Lata,On the go,3
4/25/2022,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,302
4/25/2022,Norte,México,NUEVO LEON,Tomate Almeja,PET,Familiar,280
4/25/2022,Norte,México,NUEVO LEON,Uva,Bot,On the go,21
4/25/2022,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,602
4/25/2022,Norte,México,NUEVO LEON,Uva,PE,Lonchera,4.5
4/25/2022,Norte,México,NUEVO LEON,Uva,PET,On the go,6
4/25/2022,Norte,México,NUEVO LEON,Uva,Prisma,Familiar,696
4/25/2022,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,867
4/25/2022,Norte,México,NUEVO LEON,Uva,Vidrio,On the go,378
4/25/2022,Norte,México,NUEVO LEON,Zero,Lata,On the go,126
4/26/2021,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,131
4/26/2021,Norte,México,NUEVO LEON,Agua Natural,PET,Familiar,2
4/26/2021,Norte,México,NUEVO LEON,Agua Natural,PET,On the go,2
4/26/2021,Norte,México,NUEVO LEON,Arándano,LB,On the go,150
4/26/2021,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,5
4/26/2021,Norte,México,NUEVO LEON,Cereza,PE,Lonchera,2
4/26/2021,Norte,México,NUEVO LEON,Chocolate,Prisma,On the go,504
4/26/2021,Norte,México,NUEVO LEON,Citrus Punch,PET,On the go,360
4/26/2021,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,14
4/26/2021,Norte,México,NUEVO LEON,Coco Piña,Prisma,Familiar,348
4/26/2021,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,12.5
4/26/2021,Norte,México,NUEVO LEON,Durazno,Bot,On the go,932
4/26/2021,Norte,México,NUEVO LEON,Durazno,LB,On the go,14
4/26/2021,Norte,México,NUEVO LEON,Durazno,Lata,On the go,66
4/26/2021,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,228.5
4/26/2021,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,366.58
4/26/2021,Norte,México,NUEVO LEON,Energy,Lata,On the go,650
4/26/2021,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,10
4/26/2021,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,3
4/26/2021,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,1.5
4/26/2021,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,381
4/26/2021,Norte,México,NUEVO LEON,Jugo Verde,LB,On the go,294
4/26/2021,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,2
4/26/2021,Norte,México,NUEVO LEON,Mango,Bot,On the go,1239.5
4/26/2021,Norte,México,NUEVO LEON,Mango,LB,On the go,16
4/26/2021,Norte,México,NUEVO LEON,Mango,Lata,On the go,975.25
4/26/2021,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,1318.5
4/26/2021,Norte,México,NUEVO LEON,Mango,PE,Lonchera,1
4/26/2021,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,243
4/26/2021,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,218.25
4/26/2021,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,12
4/26/2021,Norte,México,NUEVO LEON,Manzana,Bot,On the go,688.5
4/26/2021,Norte,México,NUEVO LEON,Manzana,LB,On the go,13
4/26/2021,Norte,México,NUEVO LEON,Manzana,Lata,On the go,16
4/26/2021,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,439
4/26/2021,Norte,México,NUEVO LEON,Manzana,PET,On the go,4.5
4/26/2021,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,546.75
4/26/2021,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,175.08
4/26/2021,Norte,México,NUEVO LEON,Naranja,LB,On the go,149
4/26/2021,Norte,México,NUEVO LEON,Naranja,PET,On the go,136
4/26/2021,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,267
4/26/2021,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,1061.16
4/26/2021,Norte,México,NUEVO LEON,Piña,TetraBrik,On the go,0.08
4/26/2021,Norte,México,NUEVO LEON,Sandía,Lata,On the go,1300
4/26/2021,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,1.75
4/26/2021,Norte,México,NUEVO LEON,Te Verde,Lata,On the go,756
4/26/2021,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,44
4/26/2021,Norte,México,NUEVO LEON,Tomate Almeja,PET,Familiar,0.5
4/26/2021,Norte,México,NUEVO LEON,Uva,Bot,On the go,255
4/26/2021,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,188.75
4/26/2021,Norte,México,NUEVO LEON,Uva,PE,Lonchera,9
4/26/2021,Norte,México,NUEVO LEON,Uva,PET,Familiar,135
4/26/2021,Norte,México,NUEVO LEON,Uva,PET,On the go,9.5
4/26/2021,Norte,México,NUEVO LEON,Uva,Prisma,Familiar,348
4/26/2021,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,371.41
4/26/2022,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,0.5
4/26/2022,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,2
4/26/2022,Norte,México,NUEVO LEON,Arándano,Prisma,On the go,7
4/26/2022,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,1
4/26/2022,Norte,México,NUEVO LEON,Coco Piña,Prisma,Familiar,522
4/26/2022,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,4
4/26/2022,Norte,México,NUEVO LEON,Durazno,Bot,On the go,45
4/26/2022,Norte,México,NUEVO LEON,Durazno,LB,On the go,12
4/26/2022,Norte,México,NUEVO LEON,Durazno,Lata,On the go,13
4/26/2022,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,624
4/26/2022,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,533
4/26/2022,Norte,México,NUEVO LEON,Durazno,Prisma,On the go,280
4/26/2022,Norte,México,NUEVO LEON,Energy,Lata,On the go,250
4/26/2022,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,10
4/26/2022,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,4
4/26/2022,Norte,México,NUEVO LEON,Frutos Rojos,Prisma,Familiar,174
4/26/2022,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,37
4/26/2022,Norte,México,NUEVO LEON,Guayaba,Vidrio,On the go,24
4/26/2022,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,96.5
4/26/2022,Norte,México,NUEVO LEON,Mango,Bot,On the go,912
4/26/2022,Norte,México,NUEVO LEON,Mango,LB,On the go,23
4/26/2022,Norte,México,NUEVO LEON,Mango,Lata,On the go,258
4/26/2022,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,870.5
4/26/2022,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,720
4/26/2022,Norte,México,NUEVO LEON,Mango,Prisma,On the go,140
4/26/2022,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,200.5
4/26/2022,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,2
4/26/2022,Norte,México,NUEVO LEON,Manzana,Bot,On the go,272
4/26/2022,Norte,México,NUEVO LEON,Manzana,LB,On the go,33
4/26/2022,Norte,México,NUEVO LEON,Manzana,Lata,On the go,1
4/26/2022,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,1090.5
4/26/2022,Norte,México,NUEVO LEON,Manzana,PET,On the go,120
4/26/2022,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,368.5
4/26/2022,Norte,México,NUEVO LEON,Manzana,Prisma,On the go,140
4/26/2022,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,19
4/26/2022,Norte,México,NUEVO LEON,Mixed Fruit,PET,On the go,711
4/26/2022,Norte,México,NUEVO LEON,Naranja,PET,On the go,3
4/26/2022,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,178
4/26/2022,Norte,México,NUEVO LEON,Naranja S P,Prisma,On the go,11
4/26/2022,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,885
4/26/2022,Norte,México,NUEVO LEON,Sandía,Lata,On the go,649
4/26/2022,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,410
4/26/2022,Norte,México,NUEVO LEON,Te Verde,Lata,On the go,435
4/26/2022,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,140
4/26/2022,Norte,México,NUEVO LEON,Tomate Almeja,PET,Familiar,70
4/26/2022,Norte,México,NUEVO LEON,Uva,Bot,On the go,21
4/26/2022,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,138
4/26/2022,Norte,México,NUEVO LEON,Uva,PE,Lonchera,7
4/26/2022,Norte,México,NUEVO LEON,Uva,PET,On the go,4
4/26/2022,Norte,México,NUEVO LEON,Uva,Prisma,Familiar,174
4/26/2022,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,375.5
4/26/2022,Norte,México,NUEVO LEON,Uva,Vidrio,On the go,126
4/27/2020,Norte,México,NUEVO LEON,Arándano,LB,On the go,4
4/27/2020,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,4
4/27/2020,Norte,México,NUEVO LEON,Cereza,PE,Lonchera,3
4/27/2020,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,8
4/27/2020,Norte,México,NUEVO LEON,Coco Piña,Prisma,Familiar,696
4/27/2020,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,14
4/27/2020,Norte,México,NUEVO LEON,Durazno,Bot,On the go,33.5
4/27/2020,Norte,México,NUEVO LEON,Durazno,LB,On the go,16
4/27/2020,Norte,México,NUEVO LEON,Durazno,Lata,On the go,6
4/27/2020,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,13.5
4/27/2020,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,1418.5
4/27/2020,Norte,México,NUEVO LEON,Energy,Lata,On the go,1014
4/27/2020,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,3
4/27/2020,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,4
4/27/2020,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,3
4/27/2020,Norte,México,NUEVO LEON,Guayaba,Bot,Lonchera,3.5
4/27/2020,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,27
4/27/2020,Norte,México,NUEVO LEON,Guayaba,Lata,On the go,3
4/27/2020,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,10
4/27/2020,Norte,México,NUEVO LEON,Mango,Bot,On the go,669.5
4/27/2020,Norte,México,NUEVO LEON,Mango,LB,On the go,20
4/27/2020,Norte,México,NUEVO LEON,Mango,Lata,On the go,18
4/27/2020,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,22.5
4/27/2020,Norte,México,NUEVO LEON,Mango,PE,Lonchera,3
4/27/2020,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,557
4/27/2020,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,183
4/27/2020,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,8
4/27/2020,Norte,México,NUEVO LEON,Manzana,Bot,On the go,27.5
4/27/2020,Norte,México,NUEVO LEON,Manzana,LB,On the go,12
4/27/2020,Norte,México,NUEVO LEON,Manzana,Lata,On the go,8
4/27/2020,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,27.5
4/27/2020,Norte,México,NUEVO LEON,Manzana,PE,Lonchera,1
4/27/2020,Norte,México,NUEVO LEON,Manzana,PET,On the go,5
4/27/2020,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,546
4/27/2020,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,13
4/27/2020,Norte,México,NUEVO LEON,Naranja,LB,On the go,4
4/27/2020,Norte,México,NUEVO LEON,Naranja,PET,On the go,14
4/27/2020,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,641
4/27/2020,Norte,México,NUEVO LEON,Piña,Lata,On the go,4
4/27/2020,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,893
4/27/2020,Norte,México,NUEVO LEON,Sandía,Lata,On the go,8
4/27/2020,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,5
4/27/2020,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,3
4/27/2020,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,2
4/27/2020,Norte,México,NUEVO LEON,Uva,PE,Lonchera,8
4/27/2020,Norte,México,NUEVO LEON,Uva,PET,Familiar,75
4/27/2020,Norte,México,NUEVO LEON,Uva,PET,On the go,3
4/27/2020,Norte,México,NUEVO LEON,Uva,Prisma,Familiar,522
4/27/2020,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,17
4/27/2021,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,271
4/27/2021,Norte,México,NUEVO LEON,Arándano,LB,On the go,2
4/27/2021,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,2
4/27/2021,Norte,México,NUEVO LEON,Chocolate,MiniBrik,Lonchera,96
4/27/2021,Norte,México,NUEVO LEON,Chocolate,Prisma,On the go,529
4/27/2021,Norte,México,NUEVO LEON,Citrus Punch,PET,On the go,120
4/27/2021,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,27
4/27/2021,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,2.5
4/27/2021,Norte,México,NUEVO LEON,Durazno,Bot,On the go,564
4/27/2021,Norte,México,NUEVO LEON,Durazno,LB,On the go,471
4/27/2021,Norte,México,NUEVO LEON,Durazno,Lata,On the go,70.5
4/27/2021,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,222.35
4/27/2021,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,358.5
4/27/2021,Norte,México,NUEVO LEON,Energy,Lata,On the go,741
4/27/2021,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,34.58
4/27/2021,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,170
4/27/2021,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,1.75
4/27/2021,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,252
4/27/2021,Norte,México,NUEVO LEON,Jugo Verde,LB,On the go,147
4/27/2021,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,182
4/27/2021,Norte,México,NUEVO LEON,Mango,Bot,On the go,322.5
4/27/2021,Norte,México,NUEVO LEON,Mango,LB,On the go,332.5
4/27/2021,Norte,México,NUEVO LEON,Mango,Lata,On the go,3.25
4/27/2021,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,450.82
4/27/2021,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,443.08
4/27/2021,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,210.16
4/27/2021,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,4.5
4/27/2021,Norte,México,NUEVO LEON,Manzana,Bot,On the go,206
4/27/2021,Norte,México,NUEVO LEON,Manzana,LB,On the go,166.5
4/27/2021,Norte,México,NUEVO LEON,Manzana,Lata,On the go,8
4/27/2021,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,445
4/27/2021,Norte,México,NUEVO LEON,Manzana,PET,On the go,6
4/27/2021,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,12.25
4/27/2021,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,191
4/27/2021,Norte,México,NUEVO LEON,Mixed Fruit,PET,On the go,299
4/27/2021,Norte,México,NUEVO LEON,Naranja,Bot,On the go,252
4/27/2021,Norte,México,NUEVO LEON,Naranja,LB,On the go,294
4/27/2021,Norte,México,NUEVO LEON,Naranja,PET,On the go,136
4/27/2021,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,6.5
4/27/2021,Norte,México,NUEVO LEON,Naranja Zanahoria,PET,On the go,150
4/27/2021,Norte,México,NUEVO LEON,Piña,LB,On the go,294
4/27/2021,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,180
4/27/2021,Norte,México,NUEVO LEON,Sandía,Lata,On the go,4.5
4/27/2021,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,0.5
4/27/2021,Norte,México,NUEVO LEON,Strawberry Kiwi,PET,On the go,206
4/27/2021,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,163
4/27/2021,Norte,México,NUEVO LEON,Uva,Bot,On the go,150.5
4/27/2021,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,74.75
4/27/2021,Norte,México,NUEVO LEON,Uva,PE,Lonchera,4
4/27/2021,Norte,México,NUEVO LEON,Uva,PET,Familiar,60
4/27/2021,Norte,México,NUEVO LEON,Uva,PET,On the go,7
4/27/2021,Norte,México,NUEVO LEON,Uva,Prisma,Familiar,174
4/27/2021,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,198.17
4/27/2022,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,261.5
4/27/2022,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,162
4/27/2022,Norte,México,NUEVO LEON,Arándano,Prisma,On the go,4
4/27/2022,Norte,México,NUEVO LEON,Cereza,PE,Lonchera,1.5
4/27/2022,Norte,México,NUEVO LEON,Coco Piña,Prisma,Familiar,522
4/27/2022,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,6.5
4/27/2022,Norte,México,NUEVO LEON,Durazno,Bot,On the go,130
4/27/2022,Norte,México,NUEVO LEON,Durazno,LB,On the go,15
4/27/2022,Norte,México,NUEVO LEON,Durazno,Lata,On the go,6
4/27/2022,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,230.75
4/27/2022,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,356
4/27/2022,Norte,México,NUEVO LEON,Energy,Lata,On the go,684
4/27/2022,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,5
4/27/2022,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,7
4/27/2022,Norte,México,NUEVO LEON,Frutas Tropicales,PET,On the go,1
4/27/2022,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,169
4/27/2022,Norte,México,NUEVO LEON,Guayaba,Prisma,Familiar,0.5
4/27/2022,Norte,México,NUEVO LEON,Guayaba,Vidrio,On the go,278
4/27/2022,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,105.5
4/27/2022,Norte,México,NUEVO LEON,Mango,Bot,On the go,685.5
4/27/2022,Norte,México,NUEVO LEON,Mango,LB,On the go,26.5
4/27/2022,Norte,México,NUEVO LEON,Mango,Lata,On the go,13
4/27/2022,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,878.75
4/27/2022,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,628
4/27/2022,Norte,México,NUEVO LEON,Mango,TetraBrik,Familiar,60
4/27/2022,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,704
4/27/2022,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,2
4/27/2022,Norte,México,NUEVO LEON,Manzana,Bot,On the go,416
4/27/2022,Norte,México,NUEVO LEON,Manzana,LB,On the go,36.5
4/27/2022,Norte,México,NUEVO LEON,Manzana,Lata,On the go,0.5
4/27/2022,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,894
4/27/2022,Norte,México,NUEVO LEON,Manzana,PET,On the go,121
4/27/2022,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,536
4/27/2022,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,698
4/27/2022,Norte,México,NUEVO LEON,Mora Azul,PET,On the go,1
4/27/2022,Norte,México,NUEVO LEON,Naranja,PET,On the go,245
4/27/2022,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,342
4/27/2022,Norte,México,NUEVO LEON,Naranja S P,Prisma,On the go,14
4/27/2022,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,537
4/27/2022,Norte,México,NUEVO LEON,Piña,TetraBrik,Familiar,120
4/27/2022,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,23
4/27/2022,Norte,México,NUEVO LEON,Tomate Almeja,PET,Familiar,141
4/27/2022,Norte,México,NUEVO LEON,Uva,Bot,On the go,24.5
4/27/2022,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,222
4/27/2022,Norte,México,NUEVO LEON,Uva,PE,Lonchera,5.5
4/27/2022,Norte,México,NUEVO LEON,Uva,PET,On the go,487
4/27/2022,Norte,México,NUEVO LEON,Uva,Prisma,Familiar,870
4/27/2022,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,208
4/27/2022,Norte,México,NUEVO LEON,Uva,Vidrio,On the go,126
4/28/2020,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,259
4/28/2020,Norte,México,NUEVO LEON,Agua Natural,PET,Familiar,4
4/28/2020,Norte,México,NUEVO LEON,Arándano,LB,On the go,6
4/28/2020,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,4
4/28/2020,Norte,México,NUEVO LEON,Cereza,PE,Lonchera,1
4/28/2020,Norte,México,NUEVO LEON,Chocolate,MiniBrik,Lonchera,54
4/28/2020,Norte,México,NUEVO LEON,Chocolate,Prisma,On the go,54
4/28/2020,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,4
4/28/2020,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,4
4/28/2020,Norte,México,NUEVO LEON,Durazno,Bot,On the go,151
4/28/2020,Norte,México,NUEVO LEON,Durazno,LB,On the go,11
4/28/2020,Norte,México,NUEVO LEON,Durazno,Lata,On the go,3
4/28/2020,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,12
4/28/2020,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,19
4/28/2020,Norte,México,NUEVO LEON,Energy,Lata,On the go,1308
4/28/2020,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,3
4/28/2020,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,8
4/28/2020,Norte,México,NUEVO LEON,Fresa Guayaba,PET,On the go,50
4/28/2020,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,2
